experiment,trained_mw_angle,inferred_mw_angle,condition,frequency_normalized,fsc
subexp02_training_angle,40,50,train_40_infer_50,0.3605769230769231,0.9347134172958516
subexp02_training_angle,40,50,train_40_infer_50,0.3701923076923077,0.9226433705952805
subexp02_training_angle,40,50,train_40_infer_50,0.3798076923076923,0.9317323041736738
subexp02_training_angle,40,50,train_40_infer_50,0.3894230769230769,0.9335004224196964
subexp02_training_angle,40,50,train_40_infer_50,0.39903846153846156,0.9270463341810264
subexp02_training_angle,40,50,train_40_infer_50,0.40865384615384615,0.916512259029076
subexp02_training_angle,40,50,train_40_infer_50,0.4182692307692308,0.9169941362719244
subexp02_training_angle,40,50,train_40_infer_50,0.42788461538461536,0.9113051599742016
subexp02_training_angle,40,50,train_40_infer_50,0.4375,0.9045915704935765
subexp02_training_angle,40,50,train_40_infer_50,0.44711538461538464,0.9189934001999492
subexp02_training_angle,40,50,train_40_infer_50,0.4567307692307692,0.9206522630156817
subexp02_training_angle,40,50,train_40_infer_50,0.46634615384615385,0.9144021304942083
subexp02_training_angle,40,50,train_40_infer_50,0.47596153846153844,0.9251498072963448
subexp02_training_angle,40,50,train_40_infer_50,0.4855769230769231,0.9206800457213774
subexp02_training_angle,40,50,train_40_infer_50,0.4951923076923077,0.9092361388553615
subexp02_training_angle,40,50,train_40_infer_50,0.5048076923076923,0.9019854464415168
subexp02_training_angle,40,50,train_40_infer_50,0.5144230769230769,0.9004168525139162
subexp02_training_angle,40,50,train_40_infer_50,0.5240384615384616,0.8820326471305177
subexp02_training_angle,40,50,train_40_infer_50,0.5336538461538461,0.8663072524419873
subexp02_training_angle,40,50,train_40_infer_50,0.5432692307692307,0.8641122753757811
subexp02_training_angle,40,50,train_40_infer_50,0.5528846153846154,0.8553920161816438
subexp02_training_angle,40,50,train_40_infer_50,0.5625,0.8495306484828923
subexp02_training_angle,40,50,train_40_infer_50,0.5721153846153846,0.8512415766328624
subexp02_training_angle,40,50,train_40_infer_50,0.5817307692307693,0.8394300116866478
subexp02_training_angle,40,50,train_40_infer_50,0.5913461538461539,0.8418376960747905
subexp02_training_angle,40,50,train_40_infer_50,0.6009615384615384,0.8624774452749294
subexp02_training_angle,40,50,train_40_infer_50,0.6105769230769231,0.8630315029194456
subexp02_training_angle,40,50,train_40_infer_50,0.6201923076923077,0.8635726808325282
subexp02_training_angle,40,50,train_40_infer_50,0.6298076923076923,0.8631402973032524
subexp02_training_angle,40,50,train_40_infer_50,0.6394230769230769,0.8532312597305834
subexp02_training_angle,40,50,train_40_infer_50,0.6490384615384616,0.8604257939405372
subexp02_training_angle,40,50,train_40_infer_50,0.6586538461538461,0.856768182175882
subexp02_training_angle,40,50,train_40_infer_50,0.6682692307692307,0.8519489134881436
subexp02_training_angle,40,50,train_40_infer_50,0.6778846153846154,0.848750340606481
subexp02_training_angle,40,50,train_40_infer_50,0.6875,0.8513316298269771
subexp02_training_angle,40,50,train_40_infer_50,0.6971153846153846,0.846117409889808
subexp02_training_angle,40,50,train_40_infer_50,0.7067307692307693,0.853298280455424
subexp02_training_angle,40,50,train_40_infer_50,0.7163461538461539,0.852197204757335
subexp02_training_angle,40,50,train_40_infer_50,0.7259615384615384,0.8518225167270481
subexp02_training_angle,40,50,train_40_infer_50,0.7355769230769231,0.8429208838762039
subexp02_training_angle,40,50,train_40_infer_50,0.7451923076923077,0.8574594742099226
subexp02_training_angle,40,50,train_40_infer_50,0.7548076923076923,0.8476418139925685
subexp02_training_angle,40,50,train_40_infer_50,0.7644230769230769,0.8499627667055116
subexp02_training_angle,40,50,train_40_infer_50,0.7740384615384616,0.8362273685383416
subexp02_training_angle,40,50,train_40_infer_50,0.7836538461538461,0.8305987662437231
subexp02_training_angle,40,50,train_40_infer_50,0.7932692307692307,0.8215942328371125
subexp02_training_angle,40,50,train_40_infer_50,0.8028846153846154,0.8245926801440302
subexp02_training_angle,40,50,train_40_infer_50,0.8125,0.8178199529729325
subexp02_training_angle,40,50,train_40_infer_50,0.8221153846153846,0.823445837105193
subexp02_training_angle,40,50,train_40_infer_50,0.8317307692307693,0.8187728051209503
subexp02_training_angle,40,50,train_40_infer_50,0.8413461538461539,0.8031999739944696
subexp02_training_angle,40,50,train_40_infer_50,0.8509615384615384,0.8155053378725524
subexp02_training_angle,40,50,train_40_infer_50,0.8605769230769231,0.788812523030324
subexp02_training_angle,40,50,train_40_infer_50,0.8701923076923077,0.7965594389165785
subexp02_training_angle,40,50,train_40_infer_50,0.8798076923076923,0.7736531747216362
subexp02_training_angle,40,50,train_40_infer_50,0.8894230769230769,0.7584680605542086
subexp02_training_angle,40,50,train_40_infer_50,0.8990384615384616,0.7530214462834259
subexp02_training_angle,40,50,train_40_infer_50,0.9086538461538461,0.7326343687883005
subexp02_training_angle,40,50,train_40_infer_50,0.9182692307692307,0.7241306999093807
subexp02_training_angle,40,50,train_40_infer_50,0.9278846153846154,0.7097039256285853
subexp02_training_angle,40,50,train_40_infer_50,0.9375,0.7130764357708828
subexp02_training_angle,40,50,train_40_infer_50,0.9471153846153846,0.699592598309082
subexp02_training_angle,40,50,train_40_infer_50,0.9567307692307693,0.6978426496016155
subexp02_training_angle,40,50,train_40_infer_50,0.9663461538461539,0.692231167745404
subexp02_training_angle,40,50,train_40_infer_50,0.9759615384615384,0.6819769796586528
subexp02_training_angle,40,50,train_40_infer_50,0.9855769230769231,0.6698127449275644
subexp02_training_angle,40,50,train_40_infer_50,0.9951923076923077,0.6637491277552869
subexp02_training_angle,50,50,train_50_infer_50,0.004807692307692308,1.0
subexp02_training_angle,50,50,train_50_infer_50,0.014423076923076924,0.9998118447960633
subexp02_training_angle,50,50,train_50_infer_50,0.02403846153846154,0.9994748791939566
subexp02_training_angle,50,50,train_50_infer_50,0.03365384615384615,0.9959358076779314
subexp02_training_angle,50,50,train_50_infer_50,0.04326923076923077,0.9929347535982949
subexp02_training_angle,50,50,train_50_infer_50,0.052884615384615384,0.9839602500306915
subexp02_training_angle,50,50,train_50_infer_50,0.0625,0.975856805584912
subexp02_training_angle,50,50,train_50_infer_50,0.07211538461538461,0.9649143135779291
subexp02_training_angle,50,50,train_50_infer_50,0.08173076923076923,0.9623116621979237
subexp02_training_angle,50,50,train_50_infer_50,0.09134615384615384,0.9474494142573726
subexp02_training_angle,50,50,train_50_infer_50,0.10096153846153846,0.9506652966012478
subexp02_training_angle,50,50,train_50_infer_50,0.11057692307692307,0.9347289554943153
subexp02_training_angle,50,50,train_50_infer_50,0.1201923076923077,0.9377469465331316
subexp02_training_angle,50,50,train_50_infer_50,0.12980769230769232,0.9451523871720945
subexp02_training_angle,50,50,train_50_infer_50,0.13942307692307693,0.9338448593461092
subexp02_training_angle,50,50,train_50_infer_50,0.14903846153846154,0.9302280326804305
subexp02_training_angle,50,50,train_50_infer_50,0.15865384615384615,0.9235114772342792
subexp02_training_angle,50,50,train_50_infer_50,0.16826923076923078,0.9318343155493878
subexp02_training_angle,50,50,train_50_infer_50,0.1778846153846154,0.9276292407583445
subexp02_training_angle,50,50,train_50_infer_50,0.1875,0.9348886403683182
subexp02_training_angle,50,50,train_50_infer_50,0.1971153846153846,0.9357320535384668
subexp02_training_angle,50,50,train_50_infer_50,0.20673076923076922,0.9293048221707461
subexp02_training_angle,50,50,train_50_infer_50,0.21634615384615385,0.9347106762610091
subexp02_training_angle,50,50,train_50_infer_50,0.22596153846153846,0.9222666162135894
subexp02_training_angle,50,50,train_50_infer_50,0.23557692307692307,0.9267036092057409
subexp02_training_angle,50,50,train_50_infer_50,0.24519230769230768,0.9290564570541857
subexp02_training_angle,50,50,train_50_infer_50,0.2548076923076923,0.9298981416217361
subexp02_training_angle,50,50,train_50_infer_50,0.2644230769230769,0.9308269878432872
subexp02_training_angle,50,50,train_50_infer_50,0.27403846153846156,0.9194988488768778
subexp02_training_angle,50,50,train_50_infer_50,0.28365384615384615,0.9269976591193293
subexp02_training_angle,50,50,train_50_infer_50,0.2932692307692308,0.9133147991418142
subexp02_training_angle,50,50,train_50_infer_50,0.30288461538461536,0.9271994635530072
subexp02_training_angle,50,50,train_50_infer_50,0.3125,0.9143947648788707
subexp02_training_angle,50,50,train_50_infer_50,0.32211538461538464,0.9142992051551386
subexp02_training_angle,50,50,train_50_infer_50,0.3317307692307692,0.9227524617479351
subexp02_training_angle,50,50,train_50_infer_50,0.34134615384615385,0.9151866912463869
subexp02_training_angle,50,50,train_50_infer_50,0.35096153846153844,0.9265476523583469
subexp02_training_angle,50,50,train_50_infer_50,0.3605769230769231,0.9321302035307407
subexp02_training_angle,50,50,train_50_infer_50,0.3701923076923077,0.919688310702011
subexp02_training_angle,50,50,train_50_infer_50,0.3798076923076923,0.9287369496491694
subexp02_training_angle,50,50,train_50_infer_50,0.3894230769230769,0.9311800226369628
subexp02_training_angle,50,50,train_50_infer_50,0.39903846153846156,0.9192631886474417
subexp02_training_angle,50,50,train_50_infer_50,0.40865384615384615,0.9098392392137119
subexp02_training_angle,50,50,train_50_infer_50,0.4182692307692308,0.9112431180326079
subexp02_training_angle,50,50,train_50_infer_50,0.42788461538461536,0.9026898584177567
subexp02_training_angle,50,50,train_50_infer_50,0.4375,0.897643520683712
subexp02_training_angle,50,50,train_50_infer_50,0.44711538461538464,0.9111883611518068
subexp02_training_angle,50,50,train_50_infer_50,0.4567307692307692,0.9112555523157575
subexp02_training_angle,50,50,train_50_infer_50,0.46634615384615385,0.9047028124924329
subexp02_training_angle,50,50,train_50_infer_50,0.47596153846153844,0.9155159710217576
subexp02_training_angle,50,50,train_50_infer_50,0.4855769230769231,0.9128962058650775
subexp02_training_angle,50,50,train_50_infer_50,0.4951923076923077,0.8959694243547277
subexp02_training_angle,50,50,train_50_infer_50,0.5048076923076923,0.8932557237785624
subexp02_training_angle,50,50,train_50_infer_50,0.5144230769230769,0.8874364713101195
subexp02_training_angle,50,50,train_50_infer_50,0.5240384615384616,0.8685492945863256
subexp02_training_angle,50,50,train_50_infer_50,0.5336538461538461,0.8511899641552602
subexp02_training_angle,50,50,train_50_infer_50,0.5432692307692307,0.8480556042339895
subexp02_training_angle,50,50,train_50_infer_50,0.5528846153846154,0.8406987472883081
subexp02_training_angle,50,50,train_50_infer_50,0.5625,0.8370878346843088
subexp02_training_angle,50,50,train_50_infer_50,0.5721153846153846,0.8360840727469531
subexp02_training_angle,50,50,train_50_infer_50,0.5817307692307693,0.8240261851494398
subexp02_training_angle,50,50,train_50_infer_50,0.5913461538461539,0.8283997655865799
subexp02_training_angle,50,50,train_50_infer_50,0.6009615384615384,0.8488577002795105
subexp02_training_angle,50,50,train_50_infer_50,0.6105769230769231,0.8513408026758044
subexp02_training_angle,50,50,train_50_infer_50,0.6201923076923077,0.8476611785346647
subexp02_training_angle,50,50,train_50_infer_50,0.6298076923076923,0.8492801348931981
subexp02_training_angle,50,50,train_50_infer_50,0.6394230769230769,0.8333459639495486
subexp02_training_angle,50,50,train_50_infer_50,0.6490384615384616,0.843194808660283
subexp02_training_angle,50,50,train_50_infer_50,0.6586538461538461,0.8424534702899387
subexp02_training_angle,50,50,train_50_infer_50,0.6682692307692307,0.8338578105094839
subexp02_training_angle,50,50,train_50_infer_50,0.6778846153846154,0.8300189216530157
subexp02_training_angle,50,50,train_50_infer_50,0.6875,0.8309372206854709
subexp02_training_angle,50,50,train_50_infer_50,0.6971153846153846,0.8234146721903414
subexp02_training_angle,50,50,train_50_infer_50,0.7067307692307693,0.8318260629183905
subexp02_training_angle,50,50,train_50_infer_50,0.7163461538461539,0.8272301294754858
subexp02_training_angle,50,50,train_50_infer_50,0.7259615384615384,0.8303599573508371
subexp02_training_angle,50,50,train_50_infer_50,0.7355769230769231,0.8211541302241567
subexp02_training_angle,50,50,train_50_infer_50,0.7451923076923077,0.8368340532995867
subexp02_training_angle,50,50,train_50_infer_50,0.7548076923076923,0.8276901536064467
subexp02_training_angle,50,50,train_50_infer_50,0.7644230769230769,0.8323194777353884
subexp02_training_angle,50,50,train_50_infer_50,0.7740384615384616,0.8186662158593162
subexp02_training_angle,50,50,train_50_infer_50,0.7836538461538461,0.8134172956416388
subexp02_training_angle,50,50,train_50_infer_50,0.7932692307692307,0.8010801932928985
subexp02_training_angle,50,50,train_50_infer_50,0.8028846153846154,0.8082428298685254
subexp02_training_angle,50,50,train_50_infer_50,0.8125,0.7991269782002699
subexp02_training_angle,50,50,train_50_infer_50,0.8221153846153846,0.810011042364799
subexp02_training_angle,50,50,train_50_infer_50,0.8317307692307693,0.8097268559420397
subexp02_training_angle,50,50,train_50_infer_50,0.8413461538461539,0.7905329601423056
subexp02_training_angle,50,50,train_50_infer_50,0.8509615384615384,0.8060384245858065
subexp02_training_angle,50,50,train_50_infer_50,0.8605769230769231,0.7780187522180946
subexp02_training_angle,50,50,train_50_infer_50,0.8701923076923077,0.7894801721221197
subexp02_training_angle,50,50,train_50_infer_50,0.8798076923076923,0.7648924362707187
subexp02_training_angle,50,50,train_50_infer_50,0.8894230769230769,0.7514308291850027
subexp02_training_angle,50,50,train_50_infer_50,0.8990384615384616,0.7437832484124037
subexp02_training_angle,50,50,train_50_infer_50,0.9086538461538461,0.7195930767074952
subexp02_training_angle,50,50,train_50_infer_50,0.9182692307692307,0.7072512630854353
subexp02_training_angle,50,50,train_50_infer_50,0.9278846153846154,0.6926526617907429
subexp02_training_angle,50,50,train_50_infer_50,0.9375,0.6907975249218076
subexp02_training_angle,50,50,train_50_infer_50,0.9471153846153846,0.6769477682466992
subexp02_training_angle,50,50,train_50_infer_50,0.9567307692307693,0.6714846711285288
subexp02_training_angle,50,50,train_50_infer_50,0.9663461538461539,0.6640039435407283
subexp02_training_angle,50,50,train_50_infer_50,0.9759615384615384,0.6543330018087501
subexp02_training_angle,50,50,train_50_infer_50,0.9855769230769231,0.6445441344408406
subexp02_training_angle,50,50,train_50_infer_50,0.9951923076923077,0.6359071478376653
subexp02_training_angle,60,50,train_60_infer_50,0.004807692307692308,1.0
subexp02_training_angle,60,50,train_60_infer_50,0.014423076923076924,0.9997339631895799
subexp02_training_angle,60,50,train_60_infer_50,0.02403846153846154,0.9993463967594709
subexp02_training_angle,60,50,train_60_infer_50,0.03365384615384615,0.9948849980029023
subexp02_training_angle,60,50,train_60_infer_50,0.04326923076923077,0.9892270175102909
subexp02_training_angle,60,50,train_60_infer_50,0.052884615384615384,0.979202793082798
subexp02_training_angle,60,50,train_60_infer_50,0.0625,0.9724171029061319
subexp02_training_angle,60,50,train_60_infer_50,0.07211538461538461,0.963005714314543
subexp02_training_angle,60,50,train_60_infer_50,0.08173076923076923,0.9537723906952328
subexp02_training_angle,60,50,train_60_infer_50,0.09134615384615384,0.9410001930027767
subexp02_training_angle,60,50,train_60_infer_50,0.10096153846153846,0.9433880564473068
subexp02_training_angle,60,50,train_60_infer_50,0.11057692307692307,0.9270254050572954
subexp02_training_angle,60,50,train_60_infer_50,0.1201923076923077,0.9283792235583355
subexp02_training_angle,60,50,train_60_infer_50,0.12980769230769232,0.9346353176854387
subexp02_training_angle,60,50,train_60_infer_50,0.13942307692307693,0.9198468847932341
subexp02_training_angle,60,50,train_60_infer_50,0.14903846153846154,0.9224454494229023
subexp02_training_angle,60,50,train_60_infer_50,0.15865384615384615,0.9157442663928173
subexp02_training_angle,60,50,train_60_infer_50,0.16826923076923078,0.9226645943121214
subexp02_training_angle,60,50,train_60_infer_50,0.1778846153846154,0.9205610057883791
subexp02_training_angle,60,50,train_60_infer_50,0.1875,0.929238860444126
subexp02_training_angle,60,50,train_60_infer_50,0.1971153846153846,0.9332177871839836
subexp02_training_angle,60,50,train_60_infer_50,0.20673076923076922,0.9262881119605255
subexp02_training_angle,60,50,train_60_infer_50,0.21634615384615385,0.9329557812617699
subexp02_training_angle,60,50,train_60_infer_50,0.22596153846153846,0.9179784971861117
subexp02_training_angle,60,50,train_60_infer_50,0.23557692307692307,0.9237004189776739
subexp02_training_angle,60,50,train_60_infer_50,0.24519230769230768,0.9231509563585343
subexp02_training_angle,60,50,train_60_infer_50,0.2548076923076923,0.9234812582541804
subexp02_training_angle,60,50,train_60_infer_50,0.2644230769230769,0.9278558090385068
subexp02_training_angle,60,50,train_60_infer_50,0.27403846153846156,0.9156215440129338
subexp02_training_angle,60,50,train_60_infer_50,0.28365384615384615,0.9196869347763288
subexp02_training_angle,60,50,train_60_infer_50,0.2932692307692308,0.9087329243105219
subexp02_training_angle,60,50,train_60_infer_50,0.30288461538461536,0.9170263260828083
subexp02_training_angle,60,50,train_60_infer_50,0.3125,0.9044444012494156
subexp02_training_angle,60,50,train_60_infer_50,0.32211538461538464,0.9037847559947707
subexp02_training_angle,60,50,train_60_infer_50,0.3317307692307692,0.9098651709751717
subexp02_training_angle,60,50,train_60_infer_50,0.34134615384615385,0.9012799822677985
subexp02_training_angle,60,50,train_60_infer_50,0.35096153846153844,0.9124435762634134
subexp02_training_angle,60,50,train_60_infer_50,0.3605769230769231,0.9173783157892301
subexp02_training_angle,60,50,train_60_infer_50,0.3701923076923077,0.9037060274642422
subexp02_training_angle,60,50,train_60_infer_50,0.3798076923076923,0.9118408892476276
subexp02_training_angle,60,50,train_60_infer_50,0.3894230769230769,0.9131671653802059
subexp02_training_angle,60,50,train_60_infer_50,0.39903846153846156,0.9012709399723086
subexp02_training_angle,60,50,train_60_infer_50,0.40865384615384615,0.8910975696025193
subexp02_training_angle,60,50,train_60_infer_50,0.4182692307692308,0.8905758483413793
subexp02_training_angle,60,50,train_60_infer_50,0.42788461538461536,0.8833821456945706
subexp02_training_angle,60,50,train_60_infer_50,0.4375,0.8752964742920246
subexp02_training_angle,60,50,train_60_infer_50,0.44711538461538464,0.8935683682508829
subexp02_training_angle,60,50,train_60_infer_50,0.4567307692307692,0.8945810504658683
subexp02_training_angle,60,50,train_60_infer_50,0.46634615384615385,0.8858662899962658
subexp02_training_angle,60,50,train_60_infer_50,0.47596153846153844,0.8942973992148482
subexp02_training_angle,60,50,train_60_infer_50,0.4855769230769231,0.8934505517823913
subexp02_training_angle,60,50,train_60_infer_50,0.4951923076923077,0.8769742330227229
subexp02_training_angle,60,50,train_60_infer_50,0.5048076923076923,0.8705324094984961
subexp02_training_angle,60,50,train_60_infer_50,0.5144230769230769,0.8643579819931599
subexp02_training_angle,60,50,train_60_infer_50,0.5240384615384616,0.8440849283461649
subexp02_training_angle,60,50,train_60_infer_50,0.5336538461538461,0.8256236248016
subexp02_training_angle,60,50,train_60_infer_50,0.5432692307692307,0.821272798923945
subexp02_training_angle,60,50,train_60_infer_50,0.5528846153846154,0.8102964986796838
subexp02_training_angle,60,50,train_60_infer_50,0.5625,0.8075531382666301
subexp02_training_angle,60,50,train_60_infer_50,0.5721153846153846,0.807109497193513
subexp02_training_angle,60,50,train_60_infer_50,0.5817307692307693,0.7917095351354948
subexp02_training_angle,60,50,train_60_infer_50,0.5913461538461539,0.793001271011274
subexp02_training_angle,60,50,train_60_infer_50,0.6009615384615384,0.8126617771558496
subexp02_training_angle,60,50,train_60_infer_50,0.6105769230769231,0.8151313395101198
subexp02_training_angle,60,50,train_60_infer_50,0.6201923076923077,0.8108947940446788
subexp02_training_angle,60,50,train_60_infer_50,0.6298076923076923,0.811690434730507
subexp02_training_angle,60,50,train_60_infer_50,0.6394230769230769,0.7958920765235299
subexp02_training_angle,60,50,train_60_infer_50,0.6490384615384616,0.8076122171424647
subexp02_training_angle,60,50,train_60_infer_50,0.6586538461538461,0.805609519888181
subexp02_training_angle,60,50,train_60_infer_50,0.6682692307692307,0.7968057676590293
subexp02_training_angle,60,50,train_60_infer_50,0.6778846153846154,0.7928937260815216
subexp02_training_angle,60,50,train_60_infer_50,0.6875,0.7922030299147925
subexp02_training_angle,60,50,train_60_infer_50,0.6971153846153846,0.7878045018383102
subexp02_training_angle,60,50,train_60_infer_50,0.7067307692307693,0.79534852014146
subexp02_training_angle,60,50,train_60_infer_50,0.7163461538461539,0.789882513680183
subexp02_training_angle,60,50,train_60_infer_50,0.7259615384615384,0.7928220761908169
subexp02_training_angle,60,50,train_60_infer_50,0.7355769230769231,0.7833041510252651
subexp02_training_angle,60,50,train_60_infer_50,0.7451923076923077,0.799820903174473
subexp02_training_angle,60,50,train_60_infer_50,0.7548076923076923,0.782564640211793
subexp02_training_angle,60,50,train_60_infer_50,0.7644230769230769,0.7864826446940641
subexp02_training_angle,60,50,train_60_infer_50,0.7740384615384616,0.7724486235894479
subexp02_training_angle,60,50,train_60_infer_50,0.7836538461538461,0.7669554184214187
subexp02_training_angle,60,50,train_60_infer_50,0.7932692307692307,0.7534890526714746
subexp02_training_angle,60,50,train_60_infer_50,0.8028846153846154,0.7603127574676157
subexp02_training_angle,60,50,train_60_infer_50,0.8125,0.7505468040739431
subexp02_training_angle,60,50,train_60_infer_50,0.8221153846153846,0.7617658096719223
subexp02_training_angle,60,50,train_60_infer_50,0.8317307692307693,0.7598293428003517
subexp02_training_angle,60,50,train_60_infer_50,0.8413461538461539,0.740477441097426
subexp02_training_angle,60,50,train_60_infer_50,0.8509615384615384,0.7530835868933947
subexp02_training_angle,60,50,train_60_infer_50,0.8605769230769231,0.7253394706614432
subexp02_training_angle,60,50,train_60_infer_50,0.8701923076923077,0.7362591881966012
subexp02_training_angle,60,50,train_60_infer_50,0.8798076923076923,0.7095006037311502
subexp02_training_angle,60,50,train_60_infer_50,0.8894230769230769,0.6969056548977354
subexp02_training_angle,60,50,train_60_infer_50,0.8990384615384616,0.6901211510118745
subexp02_training_angle,60,50,train_60_infer_50,0.9086538461538461,0.6657587684574715
subexp02_training_angle,60,50,train_60_infer_50,0.9182692307692307,0.6613131402936524
subexp02_training_angle,60,50,train_60_infer_50,0.9278846153846154,0.6458138631476028
subexp02_training_angle,60,50,train_60_infer_50,0.9375,0.6466764640389597
subexp02_training_angle,60,50,train_60_infer_50,0.9471153846153846,0.6305127105822954
subexp02_training_angle,60,50,train_60_infer_50,0.9567307692307693,0.6307298538430015
subexp02_training_angle,60,50,train_60_infer_50,0.9663461538461539,0.6249393853102916
subexp02_training_angle,60,50,train_60_infer_50,0.9759615384615384,0.6140498540375384
subexp02_training_angle,60,50,train_60_infer_50,0.9855769230769231,0.606310535037133
subexp02_training_angle,60,50,train_60_infer_50,0.9951923076923077,0.6013787145421773
