experiment,trained_mw_angle,inferred_mw_angle,condition,frequency_normalized,fsc
subexp01_inference_angle,50,60,infer_60,0.8125,0.8440543694353306
subexp01_inference_angle,50,60,infer_60,0.8221153846153846,0.8509366214099167
subexp01_inference_angle,50,60,infer_60,0.8317307692307693,0.8493051339788654
subexp01_inference_angle,50,60,infer_60,0.8413461538461539,0.8352926506562561
subexp01_inference_angle,50,60,infer_60,0.8509615384615384,0.8487167574289638
subexp01_inference_angle,50,60,infer_60,0.8605769230769231,0.8232502363166513
subexp01_inference_angle,50,60,infer_60,0.8701923076923077,0.831710200495962
subexp01_inference_angle,50,60,infer_60,0.8798076923076923,0.8128176359956516
subexp01_inference_angle,50,60,infer_60,0.8894230769230769,0.8015677924145451
subexp01_inference_angle,50,60,infer_60,0.8990384615384616,0.7954808707347952
subexp01_inference_angle,50,60,infer_60,0.9086538461538461,0.7747158256795952
subexp01_inference_angle,50,60,infer_60,0.9182692307692307,0.7653562600919372
subexp01_inference_angle,50,60,infer_60,0.9278846153846154,0.7534548716461206
subexp01_inference_angle,50,60,infer_60,0.9375,0.7567430854873657
subexp01_inference_angle,50,60,infer_60,0.9471153846153846,0.7406333100406068
subexp01_inference_angle,50,60,infer_60,0.9567307692307693,0.7385194209438987
subexp01_inference_angle,50,60,infer_60,0.9663461538461539,0.7308424084894479
subexp01_inference_angle,50,60,infer_60,0.9759615384615384,0.7182107451258726
subexp01_inference_angle,50,60,infer_60,0.9855769230769231,0.7107548794191998
subexp01_inference_angle,50,60,infer_60,0.9951923076923077,0.6980872745288232
subexp01_inference_angle,50,70,infer_70,0.004807692307692308,1.0
subexp01_inference_angle,50,70,infer_70,0.014423076923076924,0.99985801922822
subexp01_inference_angle,50,70,infer_70,0.02403846153846154,0.9994847057762436
subexp01_inference_angle,50,70,infer_70,0.03365384615384615,0.9961770891950105
subexp01_inference_angle,50,70,infer_70,0.04326923076923077,0.9955223448211075
subexp01_inference_angle,50,70,infer_70,0.052884615384615384,0.9884790079242491
subexp01_inference_angle,50,70,infer_70,0.0625,0.9845155956600691
subexp01_inference_angle,50,70,infer_70,0.07211538461538461,0.9779522756367917
subexp01_inference_angle,50,70,infer_70,0.08173076923076923,0.9761538843361481
subexp01_inference_angle,50,70,infer_70,0.09134615384615384,0.9712746330754838
subexp01_inference_angle,50,70,infer_70,0.10096153846153846,0.9705727504249105
